gene_model,gene_name,unique_gene_id
KH.C10.513,CHDH,Cirobu.g00001739
KH.C10.514,CAPN15; CAPN7; CAPN9,Cirobu.g00001740
KH.C10.515,APMAP; PON1; PON2,Cirobu.g00001741
KH.C10.516,KH.C10.516,Cirobu.g00001742
KH.C10.517,NUFIP1,Cirobu.g00001743
KH.C10.518,KH.C10.518,Cirobu.g00001744
KH.C10.519,KH.C10.519,Cirobu.g00001745
KH.C10.52,DHRS11; HPGD,Cirobu.g00001746
KH.C10.520,LRRC47; LRRTM1; LRRTM2,Cirobu.g00001747
KH.C10.521,ACLY; SUCLG1,Cirobu.g00001748
KH.C10.522,WBP4,Cirobu.g00001749
KH.C10.523,BBS2; BBS7,Cirobu.g00001750
KH.C10.524,ANO3; ANO4; ANO5,Cirobu.g00001751
KH.C10.525,KH.C10.525,Cirobu.g00001752
KH.C10.526,KH.C10.526,Cirobu.g00001753
KH.C10.527,KH.C10.527,Cirobu.g00001754
KH.C10.528,KH.C10.528,Cirobu.g00001755
KH.C10.529,CHDH,Cirobu.g00001756
KH.C10.53,MALRD1; MAMDC2; MDGA1,Cirobu.g00001757
KH.C10.530,CIZ1; RBM20; ZNF638,Cirobu.g00001758
KH.C10.531,KCNK10; KCNK2; KCNK4,Cirobu.g00001759
KH.C10.532,PPP1CA; PPP1CB; PPP1CC,Cirobu.g00001760
KH.C10.533,KH.C10.533,Cirobu.g00001761
KH.C10.534,TPRKB,Cirobu.g00001762
KH.C10.535,KH.C10.535,Cirobu.g00001763
KH.C10.536,KH.C10.536,Cirobu.g00001764
KH.C10.537,NAP1L1; NAP1L4,Cirobu.g00001765
KH.C10.538,BRCC3; COPS5; PSMD14,Cirobu.g00001766
KH.C10.539,GDAP2; MACROD1; MACROD2,Cirobu.g00001767
KH.C10.54,COMMD1; COMMD10; COMMD4,Cirobu.g00001768
KH.C10.540,FAM221A; FAM221B,Cirobu.g00001769
KH.C10.541,LRGUK; LRRC23; MPP5,Cirobu.g00001770
KH.C10.542,KH.C10.542,Cirobu.g00001771
KH.C10.543,KH.C10.543,Cirobu.g00001772
KH.C10.544,KH.C10.544,Cirobu.g00001773
KH.C10.545,KH.C10.545,Cirobu.g00001774
KH.C10.546,C19orf54,Cirobu.g00001775
KH.C10.547,ZMYND12,Cirobu.g00001776
KH.C10.548,KH.C10.548,Cirobu.g00001777
KH.C10.549,ITIH3; ITIH4; ITIH5,Cirobu.g00001778
KH.C10.55,GADL1; SGPL1,Cirobu.g00001779
KH.C10.550,KH.C10.550,Cirobu.g00001780
KH.C10.551,KH.C10.551,Cirobu.g00001781
KH.C10.552,KH.C10.552,Cirobu.g00001782
KH.C10.553,KCNMB2; KCNMB3; KCNMB4,Cirobu.g00001783
KH.C10.554,DHX36; DHX57; DHX9,Cirobu.g00001784
KH.C10.555,KH.C10.555,Cirobu.g00001785
KH.C10.556,SLC4A11; SLC4A3; SLC4A4,Cirobu.g00001786
KH.C10.557,KH.C10.557,Cirobu.g00001787
KH.C10.558,KLHDC1; KLHDC10; KLHDC2,Cirobu.g00001788
KH.C10.559,CERK; CERKL; SPHK2,Cirobu.g00001789
KH.C10.56,SPOUT1,Cirobu.g00001790
KH.C10.560,NCOR1; NCOR2; RCOR3,Cirobu.g00001791
KH.C10.561,SUPT3H,Cirobu.g00001792
KH.C10.562,KH.C10.562,Cirobu.g00001793
KH.C10.563,DDX3X; DDX3Y; DDX41,Cirobu.g00001794
KH.C10.564,KH.C10.564,Cirobu.g00001795
KH.C10.565,NAA35,Cirobu.g00001796
KH.C10.566,KH.C10.566,Cirobu.g00001797
KH.C10.567,KH.C10.567,Cirobu.g00001798
KH.C10.568,MARCH11; MARCH4; MARCH9,Cirobu.g00001799
KH.C10.569,CNTRL; LRRCC1,Cirobu.g00001800
KH.C10.57,RPS11,Cirobu.g00001801
KH.C10.570,GEMIN7,Cirobu.g00001802
KH.C10.571,KH.C10.571,Cirobu.g00001803
KH.C10.572,KH.C10.572,Cirobu.g00001804
KH.C10.574,ZBTB24; ZNF226; ZNF441,Cirobu.g00001805
KH.C10.575,ETHE1; HAGH; HAGHL,Cirobu.g00001806
KH.C10.576,RABIF,Cirobu.g00001807
KH.C10.577,CETN1; CETN2; EFCAB11,Cirobu.g00001808
KH.C10.578,KH.C10.578,Cirobu.g00001809
KH.C10.579,ATP5F1A; ATP6V1B1; ATP6V1B2,Cirobu.g00001810
KH.C10.58,ITPKA; ITPKB; ITPKC,Cirobu.g00001811
KH.C10.580,GOLGA6L22,Cirobu.g00001812
KH.C10.581,SIK1; SIK2; SIK3,Cirobu.g00001813
KH.C10.582,CBR4; DHRS11,Cirobu.g00001814
KH.C10.583,ABCD2; ABCD3; ABCD4,Cirobu.g00001815
KH.C10.584,CYP2C8; CYP2J2; CYP2U1,Cirobu.g00001816
KH.C10.585,FBXO3; POLDIP2,Cirobu.g00001817
KH.C10.586,UBA1; UBA2; UBA3,Cirobu.g00001818
KH.C10.587,KH.C10.587,Cirobu.g00001819
KH.C10.588,PLA2G4A; PLA2G4B; PLA2G4F,Cirobu.g00001820
KH.C10.589,SLC34A1; SLC34A2; SLC34A3,Cirobu.g00001821
KH.C10.59,CADM4; NECTIN1; NECTIN3,Cirobu.g00001822
KH.C10.590,LAS1L,Cirobu.g00001823
KH.C10.591,KH.C10.591,Cirobu.g00001824
KH.C10.592,THUMPD2; TRMT11,Cirobu.g00001825
KH.C10.593,ZC3H4; ZC3H6; ZC3H8,Cirobu.g00001826
KH.C10.594,BSG; F11R,Cirobu.g00001827
KH.C10.595,KH.C10.595,Cirobu.g00001828
KH.C10.596,DYNLT1; DYNLT3; TCTEX1D2,Cirobu.g00001829
KH.C10.597,MLLT10; MLLT6; PHF14,Cirobu.g00001830
KH.C10.598,ZBTB14; ZNF556; ZSCAN31,Cirobu.g00001831
KH.C10.599,CHDH,Cirobu.g00001832
KH.C10.6,ADORA1; ADORA2A; ADORA2B,Cirobu.g00001833
KH.C10.60,CLDN1; CLDN19; CLDN7,Cirobu.g00001834
KH.C10.600,KH.C10.600,Cirobu.g00001835
KH.C10.601,NOC3L,Cirobu.g00001836
KH.C10.602,SLC22A3; SLC22A4; SLC22A5,Cirobu.g00001837
KH.C10.603,DTNBP1,Cirobu.g00001838
KH.C10.604,ZNF268; ZNF808; ZNF91,Cirobu.g00001839
KH.C10.605,AKAP9; ERC1; PCNT,Cirobu.g00001840
KH.C10.606,LRRC8A; LRRC8C; LRRC8E,Cirobu.g00001841
KH.C10.607,CFAP54,Cirobu.g00001842
KH.C10.608,FKRP; FKTN,Cirobu.g00001843
KH.C10.609,KH.C10.609,Cirobu.g00001844
KH.C10.61,DYRK1A; DYRK1B,Cirobu.g00001845
KH.C10.610,MED13; MED13L,Cirobu.g00001846
KH.C10.611,KH.C10.611,Cirobu.g00001847
KH.C10.612,CCDC93,Cirobu.g00001848
KH.C10.613,LGR4; LGR5; SLIT1,Cirobu.g00001849
KH.C10.614,UBE2E1; UBE2J1; UBE2J2,Cirobu.g00001850
KH.C10.615,RBM5; SUGP1; SUGP2,Cirobu.g00001851
KH.C10.616,KH.C10.616,Cirobu.g00001852
KH.C10.617,ADGRB2; ADGRB3; HMCN1,Cirobu.g00001853
KH.C10.618,IFNAR1; IL20RA,Cirobu.g00001854
KH.C10.619,TRPC3; TRPC4; TRPC5,Cirobu.g00001855
KH.C10.62,KH.C10.62,Cirobu.g00001856
KH.C10.620,TMEM30A; TMEM30B,Cirobu.g00001857
KH.C10.622,KH.C10.622,Cirobu.g00001858
KH.C10.623,KH.C10.623,Cirobu.g00001859
KH.C10.624,MSH2; MSH3; MSH6,Cirobu.g00001860
KH.C10.625,KH.C10.625,Cirobu.g00001861
KH.C10.626,KH.C10.626,Cirobu.g00001862
KH.C10.627,KH.C10.627,Cirobu.g00001863
KH.C10.63,ARF1; ARF3; ARF6,Cirobu.g00001864
KH.C10.64,ERICH2,Cirobu.g00001865
KH.C10.65,WDR38; WSB1; WSB2,Cirobu.g00001866
KH.C10.66,RBX1; RLIM; RNF7,Cirobu.g00001867
KH.C10.67,KH.C10.67,Cirobu.g00001868
KH.C10.68,ALOX12B; ALOX5,Cirobu.g00001869
KH.C10.69,PNPO,Cirobu.g00001870
KH.C10.7,TFPT,Cirobu.g00001871
KH.C10.70,MTHFR,Cirobu.g00001872
KH.C10.71,AKT3; PDPK1,Cirobu.g00001873
KH.C10.72,ZNF318; ZNF638,Cirobu.g00001874
KH.C10.73,SLC25A19; SLC25A24; SLC25A3,Cirobu.g00001875
KH.C10.74,ADORA1; ADORA2A; ADORA2B,Cirobu.g00001876
KH.C10.75,EFCAB1; KCNIP3; NCS1,Cirobu.g00001877
KH.C10.76,ADGRB2; HMCN1; SPON1,Cirobu.g00001878
KH.C10.77,C6orf120,Cirobu.g00001879
KH.C10.78,KDELR1; KDELR2; KDELR3,Cirobu.g00001880
KH.C10.79,SLC25A19; SLC25A46,Cirobu.g00001881
KH.C10.8,FAT4; PROS1; SVEP1,Cirobu.g00001882
KH.C10.80,NR1I2; NR1I3; VDR,Cirobu.g00001883
KH.C10.81,PPP2R5A; PPP2R5C; PPP2R5D,Cirobu.g00001884
KH.C10.82,BBOF1; CCDC166; CFAP157,Cirobu.g00001885
KH.C10.83,KH.C10.83,Cirobu.g00001886
KH.C10.84,NDUFS2,Cirobu.g00001887
KH.C10.85,CRYM,Cirobu.g00001888
KH.C10.86,KH.C10.86,Cirobu.g00001889
KH.C10.87,TMED10; TMED4; TMED9,Cirobu.g00001890
KH.C10.88,NTN1; NTNG1; NTNG2,Cirobu.g00001891
KH.C10.89,KH.C10.89,Cirobu.g00001892
KH.C10.9,KH.C10.9,Cirobu.g00001893
KH.C10.90,HEBP1; HEBP2,Cirobu.g00001894
KH.C10.91,F11R; IGSF11; JAM3,Cirobu.g00001895
KH.C10.92,HMG20A; HMG20B; SMARCE1,Cirobu.g00001896
KH.C10.93,PDZD3; PDZK1; SLC9A3R1,Cirobu.g00001897
KH.C10.94,CREBZF,Cirobu.g00001898
KH.C10.96,WDR13; WDR5; WDR5B,Cirobu.g00001899
KH.C10.97,PNPO,Cirobu.g00001900
KH.C10.98,ABCG1; ABCG2; ABCG8,Cirobu.g00001901
KH.C10.99,ADPGK,Cirobu.g00001902
KH.C1.1,C1orf158,Cirobu.g00000001
KH.C1.10,LASP1; NEB; NRAP,Cirobu.g00000002
KH.C1.100,KH.C1.100,Cirobu.g00000003
KH.C1.1000,PDCD6IP; PTPN23; RHPN1,Cirobu.g00000004
KH.C1.1001,UBE2D2; UBE2F; UBE2M,Cirobu.g00000005
KH.C1.1002,KH.C1.1002,Cirobu.g00000006
KH.C1.1003,GLIPR1L1; GLIPR1L2; GLIPR2,Cirobu.g00000007
KH.C1.1004,KATNA1; KATNAL1; KATNAL2,Cirobu.g00000008
KH.C1.1005,PLCH1; PLCH2,Cirobu.g00000009
KH.C1.1006,KH.C1.1006,Cirobu.g00000010
KH.C1.1007,C11orf70,Cirobu.g00000011
KH.C1.1008,MFAP1,Cirobu.g00000012
KH.C1.1009,CCDC50,Cirobu.g00000013
KH.C1.101,CDIPT,Cirobu.g00000014
KH.C1.1010,ITLN1; ITLN2; MFAP4,Cirobu.g00000015
KH.C1.1011,RAB1A; RAB1B; RAB35,Cirobu.g00000016
KH.C1.1012,AL136295.1; CHMP4B; CHMP5,Cirobu.g00000017
KH.C1.1013,KH.C1.1013,Cirobu.g00000018
KH.C1.1014,KH.C1.1014,Cirobu.g00000019
KH.C1.1015,KH.C1.1015,Cirobu.g00000020
KH.C1.1016,NR5A1; NR6A1; RXRG,Cirobu.g00000021
KH.C1.1017,CHL1; L1CAM; NRCAM,Cirobu.g00000022
KH.C1.1018,KH.C1.1018,Cirobu.g00000023
KH.C1.1019,CABP5; CALM2; CALM3,Cirobu.g00000024
KH.C1.102,KH.C1.102,Cirobu.g00000025
KH.C1.1020,DBH; MOXD1,Cirobu.g00000026
KH.C1.1021,OGT; PEX5; PEX5L,Cirobu.g00000027
KH.C1.1022,KH.C1.1022,Cirobu.g00000028
KH.C1.1023,TM9SF2; TM9SF3; TM9SF4,Cirobu.g00000029
KH.C1.1024,GRWD1; RBBP4; RBBP7,Cirobu.g00000030
KH.C1.1025,NFX1; NFXL1; ZNFX1,Cirobu.g00000031
KH.C1.1026,ASB3; CTTNBP2; GPR75-ASB3,Cirobu.g00000032
KH.C1.1027,HDAC1; HDAC2; HDAC3,Cirobu.g00000033
KH.C1.1028,KH.C1.1028,Cirobu.g00000034
KH.C1.1029,DDX1; DDX17; DDX5,Cirobu.g00000035
KH.C1.103,KH.C1.103,Cirobu.g00000036
KH.C1.1030,KH.C1.1030,Cirobu.g00000037
KH.C1.1031,PFDN5; UXT,Cirobu.g00000038
KH.C1.1032,GOLPH3; GOLPH3L,Cirobu.g00000039
KH.C1.1033,ADHFE1,Cirobu.g00000040
KH.C1.1034,PAQR5; PAQR6; PAQR7,Cirobu.g00000041
KH.C1.1035,METTL27; NDUFAF5,Cirobu.g00000042
KH.C1.1036,KH.C1.1036,Cirobu.g00000043
KH.C1.1037,LRP4; LRP6,Cirobu.g00000044
KH.C1.1038,KH.C1.1038,Cirobu.g00000045
KH.C1.1039,HGFAC; PRSS12; TMPRSS3,Cirobu.g00000046
KH.C1.104,METTL27; NDUFAF5,Cirobu.g00000047
KH.C1.1040,KH.C1.1040,Cirobu.g00000048
KH.C1.1041,NIF3L1,Cirobu.g00000049
KH.C1.1042,KH.C1.1042,Cirobu.g00000050
KH.C1.1043,MTF1; ZNF143; ZNF76,Cirobu.g00000051
KH.C1.1044,SLC7A5; SLC7A6; SLC7A7,Cirobu.g00000052
KH.C1.1045,CPN2; LGR5; LRRC15,Cirobu.g00000053
KH.C1.1046,EPB41L1; EPB41L2; EPB41L3,Cirobu.g00000054
KH.C1.1047,KH.C1.1047,Cirobu.g00000055
KH.C1.1048,KH.C1.1048,Cirobu.g00000056
KH.C1.1049,CLDN14; CLDN18; CLDN19,Cirobu.g00000057
KH.C1.105,CCDC51,Cirobu.g00000058
KH.C1.1050,KH.C1.1050,Cirobu.g00000059
KH.C1.1051,ADGRG2; ADGRG3; ADGRG4,Cirobu.g00000060
KH.C1.1052,ANKDD1A; ANKRD28; ANKRD44,Cirobu.g00000061
KH.C1.1053,KH.C1.1053,Cirobu.g00000062
KH.C1.1054,CEP85; CEP85L; MYH13,Cirobu.g00000063
KH.C1.1055,KH.C1.1055,Cirobu.g00000064
KH.C1.1056,GRB10; GRB14; GRB7,Cirobu.g00000065
KH.C1.1057,XPNPEP1; XPNPEP2,Cirobu.g00000066
KH.C1.1058,NUP98,Cirobu.g00000067
KH.C1.1059,IRAK1; IRAK3; IRAK4,Cirobu.g00000068
KH.C1.106,SLC22A1; SLC22A4; SLC22A5,Cirobu.g00000069
KH.C1.1060,SLC19A1; SLC19A2; SLC19A3,Cirobu.g00000070
KH.C1.1061,KH.C1.1061,Cirobu.g00000071
KH.C1.1062,KCNAB1; KCNAB2; KCNAB3,Cirobu.g00000072
KH.C1.1063,SLC7A6; SLC7A7; SLC7A9,Cirobu.g00000073
KH.C1.1064,KDELC1; KDELC2; POGLUT1,Cirobu.g00000074
KH.C1.1065,ESYT1; ESYT2; ESYT3,Cirobu.g00000075
KH.C1.1066,KH.C1.1066,Cirobu.g00000076
KH.C1.1067,HPCA; HPCAL1; NCS1,Cirobu.g00000077
KH.C1.1068,LRRC30; MFHAS1; RSU1,Cirobu.g00000078
KH.C1.1069,KH.C1.1069,Cirobu.g00000079
KH.C1.107,BHMT; BHMT2; MTR,Cirobu.g00000080
KH.C1.1070,KH.C1.1070,Cirobu.g00000081
KH.C1.1071,KH.C1.1071,Cirobu.g00000082
KH.C1.1072,KH.C1.1072,Cirobu.g00000083
KH.C1.1073,TMED6; TMED7; TMED7-TICAM2,Cirobu.g00000084
KH.C1.1074,FBXW11; FBXW7; TRAF7,Cirobu.g00000085
KH.C1.1075,EME1; EME2,Cirobu.g00000086
KH.C1.1076,DYM,Cirobu.g00000087
KH.C1.1077,CALU; RCN2; SDF4,Cirobu.g00000088
KH.C1.1078,KH.C1.1078,Cirobu.g00000089
KH.C1.1079,DUSP1; DUSP2; DUSP4,Cirobu.g00000090
KH.C1.108,SS18; SS18L1; SS18L2,Cirobu.g00000091
KH.C1.1080,FCGBP; SSPO; VWF,Cirobu.g00000092
KH.C1.1081,DIS3; DIS3L; DIS3L2,Cirobu.g00000093
KH.C1.1082,KH.C1.1082,Cirobu.g00000094
KH.C1.1083,EPHA4; EPHA7; EPHB2,Cirobu.g00000095
KH.C1.1084,TXN; TXN2; TXNL1,Cirobu.g00000096
KH.C1.1085,ATRN; ATRNL1; MEGF8,Cirobu.g00000097
KH.C1.1086,TDRD1; TDRD15; TDRD6,Cirobu.g00000098
KH.C1.1087,BHMT; BHMT2; MTR,Cirobu.g00000099
KH.C1.1088,KH.C1.1088,Cirobu.g00000100
KH.C1.1089,KH.C1.1089,Cirobu.g00000101
KH.C1.109,CCDC15,Cirobu.g00000102
KH.C1.1090,WASHC5,Cirobu.g00000103
KH.C1.1091,KH.C1.1091,Cirobu.g00000104
KH.C1.1092,MRS2,Cirobu.g00000105
KH.C1.1093,KH.C1.1093,Cirobu.g00000106
KH.C1.1094,ABAT; ETNPPL; OAT,Cirobu.g00000107
KH.C1.1095,DLD; GSR; TXNRD1,Cirobu.g00000108
KH.C1.1096,ADRA1B; HTR1A; HTR1D,Cirobu.g00000109
KH.C1.1097,KH.C1.1097,Cirobu.g00000110
KH.C1.1098,HOXA2; HOXB2; HOXD3,Cirobu.g00000111
KH.C1.1099,PDXDC1; SGPL1,Cirobu.g00000112
KH.C1.11,HNRNPA1; HNRNPA1L2; HNRNPA3,Cirobu.g00000113
KH.C11.1,SLC46A1; SLC46A3,Cirobu.g00001903
KH.C1.110,PABPC1L2A; PUF60,Cirobu.g00000114
KH.C11.10,ETS1; ETS2; GABPA,Cirobu.g00001904
KH.C1.1100,PCDH17; PCDH18; PCDHGB5,Cirobu.g00000115
KH.C11.100,PPP2CB; PPP4C; PPP6C,Cirobu.g00001905
KH.C1.1101,CEL; MAGEL2; NPIPA7,Cirobu.g00000116
KH.C11.101,LPA; PLG; TMPRSS11E,Cirobu.g00001906
KH.C1.1102,FCF1; UTP23,Cirobu.g00000117
KH.C11.102,PIWIL1; PIWIL4,Cirobu.g00001907
KH.C1.1103,TVP23A; TVP23B; TVP23C-CDRT4,Cirobu.g00000118
KH.C11.103,CBY1; CBY3,Cirobu.g00001908
KH.C1.1104,POFUT2,Cirobu.g00000119
KH.C11.104,HK1; HK2; HKDC1,Cirobu.g00001909
KH.C1.1105,CTSD; CTSE; NAPSA,Cirobu.g00000120
KH.C11.105,ANK3; ZDHHC13; ZDHHC17,Cirobu.g00001910
KH.C1.1106,KLHDC1; KLHDC2; KLHDC3,Cirobu.g00000121
KH.C11.106,KH.C11.106,Cirobu.g00001911
KH.C1.1107,RIC8A; RIC8B,Cirobu.g00000122
KH.C11.107,KH.C11.107,Cirobu.g00001912
KH.C1.1108,NAT1; NAT2,Cirobu.g00000123
KH.C11.108,MED14,Cirobu.g00001913
KH.C1.1109,MGAM2; MUC6,Cirobu.g00000124
KH.C11.109,PAK4; PAK5; PAK6,Cirobu.g00001914
KH.C1.111,AGAP1; AGAP3; AGAP4,Cirobu.g00000125
KH.C11.11,ACHE; CES2; CES3,Cirobu.g00001915
KH.C1.1110,BHMT; BHMT2; MTR,Cirobu.g00000126
KH.C11.110,METTL24,Cirobu.g00001916
KH.C1.1111,KH.C1.1111,Cirobu.g00000127
KH.C11.111,MINPP1,Cirobu.g00001917
KH.C1.1112,DCK; DGUOK; TK2,Cirobu.g00000128
KH.C11.112,IPO13; XPO1; XPO5,Cirobu.g00001918
KH.C1.1113,KH.C1.1113,Cirobu.g00000129
KH.C11.113,SLC38A10; SLC38A3; SLC38A6,Cirobu.g00001919
KH.C1.1114,ACSS1; ACSS2; ACSS3,Cirobu.g00000130
KH.C11.114,ECE2; EEF1AKMT2; METTL13,Cirobu.g00001920
KH.C1.1115,KH.C1.1115,Cirobu.g00000131
KH.C11.115,FCF1; UTP23,Cirobu.g00001921
KH.C1.1116,HAND1; HAND2; SCX,Cirobu.g00000132
KH.C11.116,EPAS1; HIF1A; NPAS4,Cirobu.g00001922
KH.C1.1117,KH.C1.1117,Cirobu.g00000133
KH.C11.117,ESF1,Cirobu.g00001923
KH.C1.1118,AIF1L; EFHD1; EFHD2,Cirobu.g00000134
KH.C11.118,FKBP1B; FKBP4; FKBP5,Cirobu.g00001924
KH.C1.1119,STT3A; STT3B,Cirobu.g00000135
KH.C11.119,BRD2; BRD4; CECR2,Cirobu.g00001925
KH.C1.112,RNF148; RNF149; RNF32,Cirobu.g00000136
KH.C11.12,ARSB; ARSI; ARSJ,Cirobu.g00001926
KH.C1.1120,MRPL28,Cirobu.g00000137
KH.C11.120,KH.C11.120,Cirobu.g00001927
KH.C1.1121,SULT1C2; SULT1C4; SULT1E1,Cirobu.g00000138
KH.C11.121,GAPDH; GAPDHS,Cirobu.g00001928
KH.C1.1122,CYP2A6; CYP2C8; CYP2U1,Cirobu.g00000139
KH.C11.122,SLC17A5; SLC17A6; SLC17A7,Cirobu.g00001929
KH.C1.1123,KH.C1.1123,Cirobu.g00000140
KH.C11.123,FCGBP; TECTA; ZAN,Cirobu.g00001930
KH.C1.1124,SLC6A14; SLC6A5; SLC6A9,Cirobu.g00000141
KH.C11.124,GDPGP1,Cirobu.g00001931
KH.C1.1125,ARRB1; ARRB2; SAG,Cirobu.g00000142
KH.C11.125,SEMA3B; SEMA3D; SEMA4G,Cirobu.g00001932
KH.C1.1126,CRISP2; GLIPR1L1; GLIPR2,Cirobu.g00000143
KH.C11.126,KH.C11.126,Cirobu.g00001933
KH.C11.127,KH.C11.127,Cirobu.g00001934
KH.C1.1128,C3orf84; TEX36,Cirobu.g00000144
KH.C11.128,YIPF3,Cirobu.g00001935
KH.C1.1129,AZIN1; AZIN2; ODC1,Cirobu.g00000145
KH.C11.129,SEC61G,Cirobu.g00001936
KH.C1.113,MYBPC1; MYBPC2; MYBPC3,Cirobu.g00000146
KH.C11.13,VTA1,Cirobu.g00001937
KH.C1.1130,C12orf4,Cirobu.g00000147
KH.C11.130,UTP6,Cirobu.g00001938
KH.C1.1131,CATIP; RIIAD1,Cirobu.g00000148
KH.C11.131,ELMSAN1; TRERF1; ZNF541,Cirobu.g00001939
KH.C1.1132,KH.C1.1132,Cirobu.g00000149
KH.C11.132,KH.C11.132,Cirobu.g00001940
KH.C1.1133,ALKBH2; ALKBH3; ALKBH4,Cirobu.g00000150
KH.C11.133,KH.C11.133,Cirobu.g00001941
KH.C1.1134,GAS2; GAS2L2; GAS2L3,Cirobu.g00000151
KH.C11.134,RCE1,Cirobu.g00001942
KH.C1.1135,ANAPC4,Cirobu.g00000152
KH.C11.135,ANKS4B; SEC23IP; USH1G,Cirobu.g00001943
KH.C1.1136,C3orf38,Cirobu.g00000153
KH.C11.136,DRAM1; DRAM2; TMEM150B,Cirobu.g00001944
KH.C1.1137,ADCK1; ADCK5; COQ8A,Cirobu.g00000154
KH.C11.137,GPR50; MTNR1A; MTNR1B,Cirobu.g00001945
KH.C1.1138,TARS; TARS2; TARSL2,Cirobu.g00000155
KH.C11.138,KH.C11.138,Cirobu.g00001946
KH.C1.1139,NXPE1; NXPE2; NXPE3,Cirobu.g00000156
KH.C11.139,KH.C11.139,Cirobu.g00001947
KH.C1.114,KH.C1.114,Cirobu.g00000157
KH.C11.14,ACSF2; ACSM3; ACSM5,Cirobu.g00001948
KH.C1.1140,ANKRD11; ANKRD12; BARD1,Cirobu.g00000158
KH.C11.140,KH.C11.140,Cirobu.g00001949
KH.C1.1141,KH.C1.1141,Cirobu.g00000159
KH.C11.141,FCN1; ITLN1; ITLN2,Cirobu.g00001950
KH.C1.1142,ASTE1; SEPT1,Cirobu.g00000160
KH.C11.142,KIF20A; KIF20B; KIF23,Cirobu.g00001951
KH.C1.1143,KH.C1.1143,Cirobu.g00000161
KH.C11.143,MYL12A; MYL12B; MYL9,Cirobu.g00001952
KH.C1.1144,CENPN,Cirobu.g00000162
KH.C11.144,UNC93A,Cirobu.g00001953
KH.C1.1145,MAP3K20; SCYL1; SCYL3,Cirobu.g00000163
KH.C11.145,KH.C11.145,Cirobu.g00001954
KH.C1.1146,SLC22A13; SLC22A16; SLC22A4,Cirobu.g00000164
KH.C11.146,PUF60; U2AF2,Cirobu.g00001955
KH.C1.1147,NCSTN,Cirobu.g00000165
KH.C11.147,CTRB2; PRSS56; PRSS8,Cirobu.g00001956
KH.C1.1148,FUT5; FUT6; FUT9,Cirobu.g00000166
KH.C11.148,RPSA,Cirobu.g00001957
KH.C1.1149,KH.C1.1149,Cirobu.g00000167
KH.C11.149,CDC42; RHOU; RHOV,Cirobu.g00001958
KH.C1.115,RPS29,Cirobu.g00000168
KH.C11.15,KH.C11.15,Cirobu.g00001959
KH.C1.1150,ASAH1; NAAA,Cirobu.g00000169
KH.C11.150,CYP2J2; CYP2U1,Cirobu.g00001960
KH.C1.1151,RPA2; RPA4,Cirobu.g00000170
KH.C11.151,C3; C4B; C5,Cirobu.g00001961
KH.C1.1152,KH.C1.1152,Cirobu.g00000171
KH.C11.152,KH.C11.152,Cirobu.g00001962
KH.C1.1153,KH.C1.1153,Cirobu.g00000172
KH.C11.153,MYH11; MYO18A; MYO18B,Cirobu.g00001963
KH.C1.1154,KH.C1.1154,Cirobu.g00000173
KH.C11.154,CHMP1A; CHMP1B; CHMP2B,Cirobu.g00001964
KH.C1.1155,MTX1; MTX2; MTX3,Cirobu.g00000174
KH.C11.155,ADRA2A; CHRM3; MC5R,Cirobu.g00001965
KH.C1.1156,COL21A1; COL6A5; OTOL1,Cirobu.g00000175
KH.C11.156,TMEM242,Cirobu.g00001966
KH.C1.1157,KCND1; KCND2; KCND3,Cirobu.g00000176
KH.C11.157,CILP2; HMCN1; THSD1,Cirobu.g00001967
KH.C1.1158,KH.C1.1158,Cirobu.g00000177
KH.C11.158,FUT8,Cirobu.g00001968
KH.C1.1159,FUT10; FUT11; FUT4,Cirobu.g00000178
KH.C11.159,GTPBP1; GTPBP2; HBS1L,Cirobu.g00001969
KH.C1.116,HCFC1; HCFC2; KLHDC3,Cirobu.g00000179
KH.C11.16,BANF1; BANF2,Cirobu.g00001970
KH.C1.1160,PAFAH1B1; POC1B; WDR48,Cirobu.g00000180
KH.C11.160,GJC1; GJC2; GJD3,Cirobu.g00001971
KH.C1.1161,SCN10A; SCN2A; SCN9A,Cirobu.g00000181
KH.C11.161,MYO19; MYO5A,Cirobu.g00001972
KH.C11.162,KH.C11.162,Cirobu.g00001973
KH.C1.1163,KH.C1.1163,Cirobu.g00000182
KH.C11.163,KH.C11.163,Cirobu.g00001974
KH.C1.1164,KH.C1.1164,Cirobu.g00000183
KH.C11.164,ZC2HC1A; ZC2HC1B; ZC2HC1C,Cirobu.g00001975
KH.C1.1165,DLL1; JAG2,Cirobu.g00000184
KH.C11.165,NXPE1; NXPE2; NXPE3,Cirobu.g00001976
KH.C1.1166,KH.C1.1166,Cirobu.g00000185
KH.C11.166,RAB8A; RAB8B; RASEF,Cirobu.g00001977
KH.C1.1167,SEL1L; SEL1L2; SEL1L3,Cirobu.g00000186
KH.C11.167,CD151; TSPAN11; TSPAN6,Cirobu.g00001978
KH.C1.1168,DAW1; NOL10; WDR5B,Cirobu.g00000187
KH.C11.168,KH.C11.168,Cirobu.g00001979
KH.C1.1169,ABT1; NONO,Cirobu.g00000188
KH.C11.169,AK7; DPY30; NME5,Cirobu.g00001980
KH.C1.117,FBXO24; FBXO25; FBXO32,Cirobu.g00000189
KH.C11.17,BMT2,Cirobu.g00001981
